Bedrooms,Bathrooms,Floor Area,Land Area,price_per_sqm,total_rooms,floor_land_ratio,distance_to_makati_cbd,distance_to_bgc,distance_to_ortigas,distance_to_quezon_city,distance_to_alabang,distance_to_antipolo,Price
4.0,3.0,255.0,187.0,57647.05882352941,7.0,1.3636363636363635,11.087150902271711,9.302494098598133,5.891424771969998,10.341175143661678,22.637043559329925,2.3424665833794505,14700000.0
5.0,3.0,250.0,183.0,100000.0,8.0,1.366120218579235,208.2095126509017,209.12279578098958,205.6179765505338,195.55310461252,223.370098652634,203.21987044086683,25000000.0
3.0,3.0,140.0,240.0,92857.14285714286,6.0,0.5833333333333334,19.630976381738485,19.06085623093288,23.01649463390805,32.9118079398157,4.456210988530532,28.39544224261552,13000000.0
3.0,3.0,247.4,92.0,128156.83104284559,6.0,2.6891304347826086,13.28568372058579,12.635752282988104,16.609617098216074,26.48684562740989,2.552538377322436,22.337649460039337,31706000.0
5.0,3.0,166.0,154.0,90277.10843373495,8.0,1.077922077922078,1.7770232569930737,2.6733197041621697,6.474000514712566,15.350095002157254,13.488925776389165,14.245311616024498,14986000.0
3.0,2.0,66.0,88.0,88924.24242424243,5.0,0.75,1.7770232569930737,2.6733197041621697,6.474000514712566,15.350095002157254,13.488925776389165,14.245311616024498,5869000.0
4.0,2.0,150.0,172.0,32000.0,6.0,0.872093023255814,457.09368129556566,455.8448081132112,459.033880346372,468.9664690579582,442.41075027349206,460.7189462748753,4800000.0
2.0,1.0,46.0,63.0,108652.17391304347,3.0,0.7301587301587301,167.91959379949282,169.0047655885209,165.68131185415862,155.6946698097665,182.92720146822288,163.92861498144865,4998000.0
5.0,4.0,312.0,98.0,62483.97435897436,9.0,3.183673469387755,1.7770232569930737,2.6733197041621697,6.474000514712566,15.350095002157254,13.488925776389165,14.245311616024498,19495000.0
3.0,2.0,100.3,72.0,69790.62811565305,5.0,1.3930555555555555,6.698056982556113,4.33633097323307,3.528874804769335,13.047921892315454,17.200692582159085,7.843928975258674,7000000.0
2.0,1.0,46.0,60.0,90434.78260869565,3.0,0.7666666666666667,101.71210787625888,102.22761467423678,98.42107279468547,88.38925006861031,116.95980849516016,95.0484802296521,4160000.0
